"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"0404","10.0",31,0.1,"0",170,"PVQ, LUAR, ADA",3,1
"0405","10.0",31,0.2,"0",170,"PVQ, LUAR, ADA",3,1
"0406","10.0",31,0.3,"0",170,"PVQ, LUAR, ADA",3,1
"0407","10.0",31,0.4,"0",170,"PVQ, LUAR, ADA",3,1
"0408","10.0",31,0.5,"0",170,"PVQ, LUAR, ADA",3,1
"0409","10.0",31,0.6,"0",170,"PVQ, LUAR, ADA",3,1
"0410","10.0",31,0.7,"0",93,"",0,3
"1995","10.0",31,0.7,"1",50,"",0,3
"2478","10.0",31,0.7,"2",27,"LUAR, ADA, PVW, AIM, URY, RIC, PHC, AIB, I6, ALA, PVQ, AIZ, I4, I2, AVH, RIP, AVJ, RMG, M1, AUA, AVM, M2, I5, SAA, MI, AVG, PVR, RIM, NSML, I3, RIR, AVK, PVPL, RIG, M3, ALN, SMD, URA, AIN, OLL, RMD, DVC, RIB, DVB, I1, VC, IL1, MCL, RIF, SIB, PDB, RIS, AVF, PVC, PVM, URB, FLP, RMH, DVA, SAB, PLN, RME, RIA, VD, ALM, SMB, RID, ASK, BDU, RIH, PLM, SDQ, AIA, BAG, AVB, AVL, ADE, M5, IL2, OLQ, PHA, AIY, PHB, AVE, AFD, M4, CAN, SIA, RIV, AWC, AVD, ADL, AQR.PQR",93,3
"0411","10.0",31,0.8,"0",82,"",0,3
"1996","10.0",31,0.8,"1",52,"",0,3
"2479","10.0",31,0.8,"2",36,"LUAR, PVW, AIM, ADA, PHC, AIB, PVR, PVQ, ALA, PVPL, AIZ, AVM, RIP, I4, I6, RIC, URY, AVF, M2, MI, AVG, RMG, AVJ, PVC, AVH, AUA, I3, I5, I2, RIR, RIM, M1, PVM, ALN, RIG, DVC, M3, RMD, NSML, MCL, RIS, DVB, SAA, PLN, VC, FLP, AVK, BDU",48,3
"0412","10.0",31,0.9,"0",70,"",0,3
"1997","10.0",31,0.9,"1",52,"",0,3
"2480","10.0",31,0.9,"2",48,"LUAR, PVW, PVR",3,3
"0413","10.0",31,1,"0",50,"LUAR, PVW, PVR",3,4
"1998","10.0",31,1,"1",47,"",0,4
"2481","10.0",31,1,"2",45,"",0,4
"3272","10.0",31,1,"3",28,"",0,4
"0414","10.0",31,1.1,"0",54,"LUAR, PVW, PVR",3,4
"1999","10.0",31,1.1,"1",47,"",0,4
"2482","10.0",31,1.1,"2",45,"",0,4
"3273","10.0",31,1.1,"3",24,"",0,4
"0415","10.0",31,1.2,"0",52,"LUAR, PVW, PVR",3,5
"11000","10.0",31,1.2,"1",47,"",0,5
"2483","10.0",31,1.2,"2",45,"",0,5
"3274","10.0",31,1.2,"3",21,"",0,5
"4235","10.0",31,1.2,"4",5,"",0,5
"0416","10.0",31,1.3,"0",51,"LUAR, PVW, PVR",3,8
"11001","10.0",31,1.3,"1",44,"",0,8
"2484","10.0",31,1.3,"2",39,"",0,8
"3275","10.0",31,1.3,"3",19,"",0,8
"4236","10.0",31,1.3,"4",8,"",0,8
"5226","10.0",31,1.3,"5",4,"",0,8
"6211","10.0",31,1.3,"6",3,"",0,8
"7199","10.0",31,1.3,"7",2,"",0,8
"0417","10.0",31,1.4,"0",45,"LUAR, PVW, PVR",3,10
"11002","10.0",31,1.4,"1",37,"",0,10
"2485","10.0",31,1.4,"2",36,"",0,10
"3276","10.0",31,1.4,"3",16,"",0,10
"4237","10.0",31,1.4,"4",13,"",0,10
"5227","10.0",31,1.4,"5",8,"",0,10
"6212","10.0",31,1.4,"6",6,"",0,10
"7200","10.0",31,1.4,"7",4,"",0,10
"8189","10.0",31,1.4,"8",3,"",0,10
"9179","10.0",31,1.4,"9",2,"",0,10
"0418","10.0",31,1.5,"0",40,"LUAR, PVW, ADA, AIB, PVR, AIM, PHC, ALA, AVM, PVQ, I4, AIZ, RIC, PVC, RMG, MI, M2, URY, AVH, RIP, PVM, I6, M1, AUA, AVG, AVJ, RIG, DVC, PVPL, ALN, M3, I5, I2, RIB, I3, MCL, RMD, VC, FLP, AVF, RIR, RIM, PVT, SAA, BDU, RIA, ALM, RMH, NSML, AVK, PLN, RIS, PLM, DVB, SDQ, SMD, SAB, I1, BAG, PDB, RME, AIN, RIH, IL1, AIA, AVB, OLL, RID, VD, AVL, RIF, DVA, M5, M4, AVE, SIB, URB, AVD, AFD, URA, OLQ, SIA, AQR.PQR, RIV, SMB",85,13
"11003","10.0",31,1.5,"1",36,"",0,13
"2486","10.0",31,1.5,"2",35,"",0,13
"3277","10.0",31,1.5,"3",14,"",0,13
"4238","10.0",31,1.5,"4",10,"",0,13
"5228","10.0",31,1.5,"5",9,"",0,13
"6213","10.0",31,1.5,"6",6,"",0,13
"7201","10.0",31,1.5,"7",5,"",0,13
"8190","10.0",31,1.5,"8",4,"",0,13
"9180","10.0",31,1.5,"9",4,"",0,13
"10167","10.0",31,1.5,"10",3,"",0,13
"11215","10.0",31,1.5,"11",2,"",0,13
"12187","10.0",31,1.5,"12",2,"",0,13
"0419","10.0",31,1.6,"0",33,"",0,15
"11004","10.0",31,1.6,"1",33,"",0,15
"2487","10.0",31,1.6,"2",25,"BDU, PVR",2,15
"3278","10.0",31,1.6,"3",24,"LUAR, ADA, RIC, PVQ, URY, I4, PHC, I2, ALA, AIM, MI, I6, RIG, DVC, AIB, RIR",16,15
"4239","10.0",31,1.6,"4",11,"",0,15
"5229","10.0",31,1.6,"5",11,"",0,15
"6214","10.0",31,1.6,"6",6,"",0,15
"7202","10.0",31,1.6,"7",6,"",0,15
"8191","10.0",31,1.6,"8",4,"",0,15
"9181","10.0",31,1.6,"9",4,"",0,15
"10168","10.0",31,1.6,"10",2,"",0,15
"11216","10.0",31,1.6,"11",4,"",0,15
"12188","10.0",31,1.6,"12",2,"",0,15
"13170","10.0",31,1.6,"13",3,"",0,15
"14153","10.0",31,1.6,"14",2,"",0,15
"0420","10.0",31,1.7,"0",37,"LUAR, PVW, AIM, ADA, PHC, AIB, PVR, ALA, PVQ, I4, RIP, AVM, AIZ, RIC, RMG, MI, AVG, AVF, M2, PVPL, URY, I6, AUA, PVC, AVH, AVJ, I2, I3, DVC, PVM, RIG, RIR, M3, RIM, M1, I5, ALN, RMD, DVB, VC, MCL, RIB, RIS, BDU",44,19
"11005","10.0",31,1.7,"1",31,"",0,19
"2488","10.0",31,1.7,"2",31,"",0,19
"3279","10.0",31,1.7,"3",10,"",0,19
"4240","10.0",31,1.7,"4",9,"",0,19
"5230","10.0",31,1.7,"5",6,"",0,19
"6215","10.0",31,1.7,"6",6,"",0,19
"7203","10.0",31,1.7,"7",6,"",0,19
"8192","10.0",31,1.7,"8",4,"",0,19
"9182","10.0",31,1.7,"9",4,"",0,19
"10169","10.0",31,1.7,"10",3,"",0,19
"11217","10.0",31,1.7,"11",4,"",0,19
"12189","10.0",31,1.7,"12",4,"",0,19
"13171","10.0",31,1.7,"13",3,"",0,19
"14154","10.0",31,1.7,"14",3,"",0,19
"15141","10.0",31,1.7,"15",2,"",0,19
"16130","10.0",31,1.7,"16",3,"",0,19
"17120","10.0",31,1.7,"17",2,"",0,19
"18106","10.0",31,1.7,"18",2,"",0,19
"0421","10.0",31,1.8,"0",30,"",0,21
"11006","10.0",31,1.8,"1",28,"",0,21
"2489","10.0",31,1.8,"2",26,"LUAR, ADA, URY, PVW, PHC, PVQ, RIC, AIM, I6, I4, M1, M2, AIB, I5, I2, MI, ALA, AVM, RIM, M3, AVJ, RIR, RMG, PVR, AVG, AIZ, AUA, RIP, AVH, NSML, AVK, OLL, RIG, RIF, SAA, DVC, I3, I1, PVPL, AVF, PDB, URB, URA, IL1, RMD, FLP, MCL, PVC, RIA, VC, SAB, RIH, RMH, AIN, BAG, OLQ, RIS, AIA, SMD, AFD, BDU, RIB, RID, DVB",64,21
"3280","10.0",31,1.8,"3",21,"BDU, PVR",2,21
"4241","10.0",31,1.8,"4",12,"",0,21
"5231","10.0",31,1.8,"5",6,"",0,21
"6216","10.0",31,1.8,"6",6,"",0,21
"7204","10.0",31,1.8,"7",4,"",0,21
"8193","10.0",31,1.8,"8",3,"",0,21
"9183","10.0",31,1.8,"9",3,"",0,21
"10170","10.0",31,1.8,"10",3,"",0,21
"11218","10.0",31,1.8,"11",2,"",0,21
"12190","10.0",31,1.8,"12",6,"",0,21
"13172","10.0",31,1.8,"13",4,"",0,21
"14155","10.0",31,1.8,"14",2,"",0,21
"15142","10.0",31,1.8,"15",3,"",0,21
"16131","10.0",31,1.8,"16",2,"",0,21
"17121","10.0",31,1.8,"17",2,"",0,21
"18107","10.0",31,1.8,"18",3,"",0,21
"19100","10.0",31,1.8,"19",2,"",0,21
"2072","10.0",31,1.8,"20",2,"",0,21
"0422","10.0",31,1.9,"0",29,"",0,23
"11007","10.0",31,1.9,"1",28,"",0,23
"2490","10.0",31,1.9,"2",26,"LUAR, ADA, URY, PVW, PHC, PVQ, RIC, AIM, I6, I4, M1, M2, AIB, I5, I2, MI, ALA, AVM, RIM, M3, AVJ, RIR, RMG, PVR, AVG, AIZ, AUA, RIP, AVH, NSML, AVK, OLL, RIG, RIF, SAA, DVC, I3, I1, PVPL, AVF, PDB, URB, URA, IL1, RMD, FLP, MCL, PVC, RIA, VC, SAB, RIH, RMH, AIN, BAG, OLQ, RIS, AIA, SMD, AFD, BDU, RIB, RID, DVB",64,23
"3281","10.0",31,1.9,"3",20,"BDU, PVR",2,23
"4242","10.0",31,1.9,"4",6,"",0,23
"5232","10.0",31,1.9,"5",5,"",0,23
"6217","10.0",31,1.9,"6",6,"",0,23
"7205","10.0",31,1.9,"7",6,"",0,23
"8194","10.0",31,1.9,"8",3,"",0,23
"9184","10.0",31,1.9,"9",3,"",0,23
"10171","10.0",31,1.9,"10",3,"",0,23
"11219","10.0",31,1.9,"11",6,"",0,23
"12191","10.0",31,1.9,"12",3,"",0,23
"13173","10.0",31,1.9,"13",4,"",0,23
"14156","10.0",31,1.9,"14",4,"",0,23
"15143","10.0",31,1.9,"15",2,"",0,23
"16132","10.0",31,1.9,"16",2,"",0,23
"17122","10.0",31,1.9,"17",2,"",0,23
"18108","10.0",31,1.9,"18",3,"",0,23
"19101","10.0",31,1.9,"19",3,"",0,23
"2073","10.0",31,1.9,"20",2,"",0,23
"21129","10.0",31,1.9,"21",2,"",0,23
"22109","10.0",31,1.9,"22",2,"",0,23
"0423","10.0",31,2,"0",28,"",0,24
